system,mol_id,source_index,paff,formal_charge,pocket_charge,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A,eint_rank,pre_eint_rank,experimental_rank
eg5,20,20,8.752163554216759,1,-4,,-204.83495090105825,-129.2282334278353,-684001.39744461,-633921.2991929809,-50071.21576746592,-683997.226192733,529,0.0019289127085357,True,2.569489566086883,2.986669817558228,11.0,19.0,1.5
eg5,14,14,8.449292252839834,1,-4,,-204.5674951267829,-165.89882607680104,-671301.4769800785,-633921.2991929809,-37371.30690091448,-671299.0947545108,383,0.0019527326803654,True,2.8674740109231687,2.723436847540547,12.0,5.0,5.0
eg5,15,15,8.752163554216759,1,-4,,-197.98111409482823,-158.5988923962268,-694928.1780585287,-633921.2991929809,-60998.29359187831,-694925.8080999227,380,0.0019793300889432,True,2.443106992563016,2.676725149151977,13.0,11.0,1.5
eg5,13,13,8.449292252839834,1,-4,,-194.87675879402696,-157.6865523887264,-664363.3747244213,-633921.2991929809,-30433.62487535779,-664360.9696297937,420,0.0019998834468424,True,3.083432265221746,2.758288067419826,14.0,13.0,5.0
eg5,12,12,8.351790240782796,1,-4,,-193.8099634970914,-156.1649133901704,-673091.1791840004,-633921.2991929809,-39161.47559555931,-673088.7207069936,391,0.0019227192969992,True,3.0893166027851007,2.7783358814947383,15.0,14.0,7.5
eg5,5,5,7.2808230727299215,1,-4,,-193.5739938481574,-155.8717482086509,-671954.3654163998,-633921.2991929809,-38024.67206057119,-671952.0961944407,397,0.0019940757192671,True,2.8960839393796443,2.778723830185195,16.0,16.0,23.0
eg5,6,6,8.574995477178579,1,-4,,-193.0196581619961,-158.0395831343468,-732841.0572469005,-633921.2991929809,-98911.3879293424,-732838.7938555289,325,0.0017091780900955,True,2.8301321599879388,2.713954724283604,17.0,12.0,3.0
eg5,17,17,8.007273296456882,1,-4,,-192.6083237062965,-152.4019645933209,-663260.2616429139,-633921.2991929809,-29330.61016250601,-663257.7485733344,399,0.0019630715250968,True,3.0223099354273857,2.763603362042719,18.0,17.0,14.5
eg5,25,25,7.76846108198865,1,-4,,-178.516589692143,-164.6101613231852,-669616.0126374105,-633921.2991929809,-35686.97223242538,-669614.7670789247,235,0.0016639601672068,True,3.088204550759244,3.02276045318573,19.0,7.0,18.5
eg5,10,10,8.007273296456882,0,-4,,-74.61051235221949,-52.64177713544954,-678012.6913557013,-633921.2991929809,-44088.156744685264,-678011.2984952416,354,0.001641854410991,True,3.0883393168455857,2.6866352944863245,20.0,20.0,14.5
eg5,23,23,8.272124175801654,0,-4,,-57.47811282485687,-37.82085431518391,-673220.3635374575,-633921.2991929809,-39296.57185760052,-673218.6013895768,618,0.0019148333230987,True,2.9831672533721942,3.1388430725841183,21.0,24.0,9.5
eg5,4,4,7.51419011448835,0,-4,,-56.34824690699449,-41.97257418637624,-662749.0237108691,-633921.2991929809,-28825.281026635555,-662747.9931829005,216,0.0019788700155913,True,2.8470586979509163,2.716870277972028,22.0,21.0,22.0
eg5,0,0,7.8170607166905555,0,-4,,-52.63984171381593,-33.5764520800852,-665448.2850536725,-633921.2991929809,-31524.70318110829,-665447.1228248054,203,0.0018617832101881,True,2.2897593270920504,2.596513364830398,23.0,27.0,17.0
eg5,22,22,6.963139055761074,0,-4,,-46.65257749212001,-38.358629426884704,-660702.4732031126,-633921.2991929809,-26779.150962898224,-660701.6678262518,197,0.0019232936901971,True,3.101282329211797,3.0971338265104698,24.0,23.0,25.5
eg5,8,8,6.963139055761074,0,-4,,-46.575478345792,-37.06310491561147,-669430.2810405762,-633921.2991929809,-35506.96214369721,-669429.4232420364,185,0.0019750886131078,True,3.1085283625684554,3.1045441266084195,25.0,26.0,25.5
eg5,3,3,6.180229075143763,0,-4,,-45.605656356000495,-39.24624509092565,-668930.3888823864,-633921.2991929809,-35007.11204096928,-668929.9596869159,246,0.0019949311390519,True,3.0931130872583865,3.1085985091481123,26.0,22.0,28.0
eg5,26,26,7.648545625971908,0,-4,,-44.92151467684653,-32.28242628470721,-669430.2914107833,-633921.2991929809,-35507.044236557296,-669429.3200322272,174,0.0018999412422999,True,3.103766305194901,3.089116946885037,27.0,28.0,21.0
eg5,27,27,6.415743981638262,0,-4,,-44.08926658372526,-37.39531172562867,-657494.7309355309,-633921.2991929809,-23571.51985099791,-657494.2772031476,510,0.0019526883261278,True,3.0942758698430404,3.138106724531658,28.0,25.0,27.0
