system,mol_id,source_index,paff,formal_charge,pocket_charge,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
p38,17,17,8.387096466556672,0,2,,-71.16440100178994,-66.75872948231573,-708226.8998600905,-669639.8453258709,-38583.96855371621,-708225.9670113425,296,0.001895736437290907,True,2.8323091119172528,2.771933347801466
p38,18,18,7.734604245406791,0,2,,-61.08715002003443,-56.61937270655943,-706087.7965879597,-669639.8453258709,-36445.30227254754,-706086.9319649956,407,0.0018735944759100676,True,2.8081682213400962,3.0746559686192882
p38,19,19,8.687683564127365,0,2,,-80.68076840094346,-67.91143569360773,-711342.0250428412,-669639.8453258709,-41698.68106771906,-711340.920585352,488,0.0017847188282757998,True,2.81037395068261,3.065368349143839
p38,20,20,7.280058874762302,0,2,,-67.90118636867227,-61.05580807555744,-718999.798800948,-669639.8453258709,-49357.00900095322,-718998.9759392357,321,0.001816909876652062,True,2.7735827875555175,2.7771060648321746
p38,21,21,7.976539673343781,0,2,,-62.88675927375427,-58.84283325089159,-707156.982017995,-669639.8453258709,-37514.40966413949,-707156.1759251567,383,0.0018781278049573302,True,2.8089222597390977,3.100362389857595
p38,22,22,7.844574640223707,0,2,,-63.9291314108657,-58.16469029745287,-704457.560296405,-669639.8453258709,-34814.9427410155,-704456.7183673506,385,0.0018984128255397081,True,2.808941670020862,3.0674893267833903
p38,23,23,7.939882642013236,0,2,,-62.63784754112383,-57.37761450173875,-709997.3031632212,-669639.8453258709,-40354.74160320006,-709996.4296947202,501,0.0018907665507867932,True,2.799006086602651,2.968297824679004
p38,24,24,7.6686217288467535,0,2,,-65.05274398244123,-61.36762353409207,-712217.3110394187,-669639.8453258709,-42574.644759576506,-712216.5008550338,458,0.0018802566919475794,True,2.8088232125070816,3.1289346954975
p38,25,25,7.170087780770667,0,2,,-62.914906597288756,-53.600704984793545,-706120.8033342466,-669639.8453258709,-36478.22975980767,-706119.9193252013,455,0.0015969956293702126,True,2.7733483280773537,2.7712562258058266
p38,26,26,8.145161038619682,0,2,,-81.95467907686879,-72.48096210179185,-713388.1136416445,-669639.8453258709,-43744.71442452698,-713387.0481149104,511,0.0019809184595942497,True,2.809163881155609,2.696554986594121
p38,27,27,8.035190643802766,0,2,,-67.90108655369339,-62.17631838636767,-709261.6939122009,-669639.8453258709,-39618.90411653451,-709260.8011112949,290,0.001618384849280119,True,2.80895445635183,3.115595552841174
p38,28,28,6.642229046639808,0,2,,-65.85373004226406,-54.37625864374177,-717930.3391331747,-669639.8453258709,-48287.63811928957,-717929.2924891226,391,0.0019132557790726423,True,2.816823335196198,3.10451636948401
p38,29,29,6.5762465300797714,0,2,,-59.462305972207055,-54.859900513519435,-700866.7788770137,-669639.8453258709,-31224.35502150817,-700866.0666859226,324,0.001957135507836938,True,2.787464884445305,2.8437317531418
p38,30,30,7.910557156783744,0,2,,-70.60212983931831,-66.7988321519971,-712411.1242193714,-669639.8453258709,-42768.217295382405,-712410.316957829,469,0.0018840059638023376,True,2.806602502862464,2.9524452209156538
p38,31,31,6.95747783806317,0,2,,-62.54292847035316,-58.2816670253484,-701757.9597448347,-669639.8453258709,-32115.40230089401,-701757.1568425614,378,0.0019411778775975108,True,2.808885241982915,3.050552687767609
p38,32,32,7.595307666185664,0,2,,-66.24871092663388,-56.24559551072562,-706120.6269584052,-669639.8453258709,-36477.90881652784,-706119.592891027,422,0.001304394332692027,True,2.8230591090147774,3.0638543949825556
p38,33,33,8.372434073529284,0,2,,-61.03782968775307,-56.62710533558534,-703005.5193637009,-669639.8453258709,-33363.0271870207,-703004.7861642325,390,0.0016268009785562754,True,2.8004674248222696,2.968769764516457
