mol_id,name,formal_charge,n_atoms,source_index,label,paff,smina_affinity_kcal_mol,aimnet_interaction_kcal_mol,gas_bound_ev,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet2_score_rank
2684,B4RNM9:2684,0,8,240.0,0.0,,-3.12977,-27.799032939355182,-18993.13809051584,-18994.157922730017,-18994.157930133413,23.51788955431542,0.000170726367839,-4.280972658671923,19,21,0,0.0019182045944035,True,,16.0
13020,B4RNM9:13020,0,26,182.0,0.0,,-7.63006,-41.02129324959751,-29867.909088553766,-29869.27566927058,-29869.503601997578,31.514099984502295,5.256253553079962,-4.250939712015252,373,56,5,0.0019836237188428,True,,17.0
122856,B4RNM9:122856,0,36,106.0,0.0,,-8.29279,-32.785969477675366,-52068.51106184845,-52069.71192637639,-52069.81429263496,27.692593884700905,2.360622001876715,-2.7327535910977456,363,108,7,0.0019686159212142,True,,18.0
10489,B4RNM9:10489,0,26,104.0,0.0,,-7.09521,-43.64308017625656,-50253.10647117099,-50254.64703153529,-50254.934985896216,35.52616596692366,6.640385313107603,-1.4765288962253011,323,86,4,0.000632589624729,True,,19.0
86255,B4RNM9:86255,0,43,231.0,0.0,,-9.2288,-40.84941470088435,-48740.37753345384,-48741.58016677581,-48742.09357234459,27.733383244134465,11.839413675219738,-1.276617781530149,618,300,8,0.0017406458500772,True,,20.0
77986,B4RNM9:77986,0,29,114.0,0.0,,-8.95752,-40.932202637073246,-35576.3330250397,-35577.92956160953,-35578.05385387466,36.81700793202935,2.866247724984269,-1.2489469800596282,156,265,5,0.0019933306612074,True,,21.0
1172,B4RNM9:1172,0,31,131.0,0.0,,-6.8659,-55.16527095800073,-44863.0431833245,-44863.87067914358,-44865.39238724315,19.08250691556336,35.09142241424567,-0.9913416281917052,532,105,10,0.0014157574623823,True,,22.0
31185,B4RNM9:31185,0,30,228.0,0.0,,-7.04673,-27.956570263267608,-44723.40156881346,-44724.2818958667,-44724.621466257246,20.300824117762584,7.830679233094893,0.1749330875898698,499,300,7,0.0018293212633579,True,,23.0
12395,B4RNM9:12395,0,36,244.0,0.0,,-6.9537,-19.16733461502165,-44849.60423399105,-44850.35379885764,-44850.446284368765,17.285376458232648,2.132766552879755,0.250808396090751,980,193,3,0.0017653029644861,True,,24.0
67081,B4RNM9:67081,0,30,65.0,0.0,,-7.71674,-37.824392705001685,-57989.708858882994,-57990.97446885238,-57991.37233056044,29.18565923391031,9.174908948798668,0.5361754777072942,719,119,7,0.0018816334195435,True,,25.0
105740,B4RNM9:105740,0,39,75.0,0.0,,-9.01327,-61.821886302380896,-41196.32423609881,-41198.49427324624,-41199.040436449366,50.042245432505474,12.59482266908624,0.8151817992108175,592,106,8,0.0019837648142129,True,,26.0
40137,B4RNM9:40137,0,30,109.0,0.0,,-7.06686,-34.32442984383257,-67601.85393771948,-67602.84051109922,-67603.41943182074,22.750922611775543,13.35022898892226,1.7767217568652338,576,129,7,0.0018527242355048,True,,27.0
56045,B4RNM9:56045,0,19,185.0,0.0,,-6.46773,-24.745179650357912,-31303.00382562549,-31303.99924631941,-31304.175924096704,22.954946523690374,4.074286333887946,2.284053207220412,161,78,2,0.0019403385231271,True,,28.0
58399,B4RNM9:58399,0,34,186.0,0.0,,-7.71172,-41.9945444878398,-47188.761767502176,-47190.53445562893,-47190.70516378916,40.87915933572903,3.936623694204901,2.8212385420941257,319,222,5,0.0018776177894324,True,,29.0
24700,B4RNM9:24700,0,30,61.0,0.0,,-7.67327,-23.300996864505585,-35137.91417663517,-35137.719304056074,-35139.065105930524,-4.49386843106171,31.034928496280205,3.2400632007129104,518,35,10,0.0019489042460918,True,,30.0
106823,B4RNM9:106823,0,32,63.0,0.0,,-8.93478,-33.885217427992615,-36088.96534621285,-36090.40872335587,-36090.604970448105,33.28506764422249,4.525565457155208,3.92541567338508,612,141,5,0.0019276189850643,True,,31.0
132853,B4RNM9:132853,0,40,15.0,1.0,8.0,-8.60443,-47.897741729466624,-45739.06489451854,-45741.18844102976,-45741.31512505575,48.97014589250045,2.921403040770587,3.9938072038044106,530,176,7,0.0018653006991371,True,,32.0
118456,B4RNM9:118456,0,29,188.0,0.0,,-8.0943,-29.072387881963817,-34101.95967608658,-34103.288538932014,-34103.39385115686,30.644305207417407,2.4285575982701206,4.000474923723711,508,135,5,0.0019363311585038,True,,33.0
116841,B4RNM9:116841,0,29,139.0,0.0,,-8.14995,-33.00184015578732,-35578.02713173773,-35578.39061874099,-35579.6372281501,8.382209424531258,28.74749590497704,4.1278651737209735,617,29,4,0.0019621679093688,True,,34.0
108597,B4RNM9:108597,0,22,238.0,0.0,,-6.99875,-37.91789062907679,-44535.75485159856,-44537.50675868307,-44537.59601466534,40.39993711727115,2.0582918482551777,4.540338336449541,245,152,4,0.0019497978501021,True,,35.0
102928,B4RNM9:102928,0,35,142.0,0.0,,-8.79261,-53.66575960101612,-50223.572884651294,-50225.68240104209,-50226.120041147966,48.64660362942042,10.09222059415524,5.073064622559539,897,62,7,0.0018486987100914,True,,36.0
80789,B4RNM9:80789,0,31,102.0,0.0,,-7.67022,-46.050559007023445,-46114.117718241294,-46115.66390414662,-46116.33838468324,35.65589402477193,15.553890675499131,5.159225693247619,699,153,4,0.0017075386131182,True,,37.0
108300,B4RNM9:108300,0,34,223.0,0.0,,-7.98919,-30.554268453797484,-36941.07332421742,-36942.5285467225,-36942.660934462016,33.558228182741985,3.052933799195108,6.056893528139609,550,277,4,0.0018161418847739,True,,38.0
8457,B4RNM9:8457,0,33,0.0,1.0,8.0,-8.93211,-50.69454241740472,-35997.790818797774,-35999.67524484618,-36000.3025160519,43.45589702248108,14.46521764239752,7.226572247473875,1000,187,6,0.0064060580916702,False,,39.0
127179,B4RNM9:127179,0,29,83.0,0.0,,-7.72732,-29.891628807849184,-31758.752373629155,-31760.23396676061,-31760.366462048893,34.16634927352211,3.0554139326833734,7.330134398356298,574,250,4,0.0017744262004271,True,,40.0
99711,B4RNM9:99711,0,32,50.0,1.0,8.0,-8.14782,-46.80880058777025,-36537.23916816898,-36538.88261462166,-36539.61650816752,37.89877552898592,16.923987216911666,8.013962158127338,628,131,6,0.0019830879755318,True,,41.0
130882,B4RNM9:130882,0,36,108.0,0.0,,-7.66374,-27.915008732188248,-48334.50559358325,-48335.80466075654,-48336.07810362078,29.95720068487347,6.305742249658753,8.347934202343975,459,300,6,0.0019535191822797,True,,42.0
77861,B4RNM9:77861,0,31,144.0,0.0,,-8.6561,-22.088846540528145,-37185.6884955174,-37186.85164425148,-37187.018322526696,26.822847016503832,3.843692337909243,8.57769281388493,441,107,5,0.001792917959392,True,,43.0
50375,B4RNM9:50375,0,24,88.0,0.0,,-7.18452,-16.307935556265328,-37605.47413378631,-37606.16652811424,-37606.569623047806,15.966992516938127,9.295589995749332,8.954646956422133,383,132,5,0.0006135847070254,True,,44.0
109281,B4RNM9:109281,0,20,235.0,0.0,,-6.84819,-34.2783856723862,-54757.63321593724,-54758.96871031392,-54759.5342948559,30.79723195084444,13.042689382643625,9.56153566110186,273,50,3,0.0018141418695449,True,,45.0
61959,B4RNM9:61959,0,29,156.0,0.0,,-7.42223,-40.65207707164699,-33432.67985748677,-33434.500523462775,-33434.86671597302,41.98555482320959,8.444599897659288,9.778077649221885,564,171,5,0.0019925036467611,True,,46.0
66263,B4RNM9:66263,0,35,13.0,1.0,8.0,-8.36007,-38.58196309000376,-40098.24568622746,-40100.19295048121,-40100.347795721216,44.90498046231638,3.570816063578333,9.893833435890954,305,51,5,0.0019916684832423,True,,47.0
111999,B4RNM9:111999,0,35,243.0,0.0,,-7.40764,-60.54133119326957,-38172.866154214455,-38175.429279019685,-38175.92942707808,59.10706216686333,11.533688223032351,10.099419196626112,715,265,7,0.0019824940245598,True,,48.0
11426,B4RNM9:11426,0,34,212.0,0.0,,-8.35215,-24.93774647758613,-49082.07708995143,-49083.582797740266,-49083.606309324365,34.722446483512485,0.5421900096826582,10.326890015609012,208,229,5,0.0019648494198918,True,,49.0
52399,B4RNM9:52399,0,32,221.0,0.0,,-7.30765,-15.65530102808075,-58740.83999950087,-58741.62809393306,-58741.976175606345,18.17388934867885,8.026954075738386,10.545542396336488,298,219,7,0.0018805981380864,True,,50.0
142603,B4RNM9:142603,0,34,161.0,0.0,,-7.59333,-55.74991304990738,-53249.68448591786,-53252.318142482734,-53252.56582371992,60.73356318370983,5.711665016791747,10.695315150594205,602,259,9,0.0018383866408839,True,,51.0
2496,B4RNM9:2496,0,37,27.0,1.0,8.0,-9.01497,-59.76975767776648,-39570.46225222552,-39572.99451281158,-39573.52394679375,58.39531636451522,12.209037668993368,10.834596355742107,665,138,7,0.0019561601802706,True,,52.0
59001,B4RNM9:59001,0,20,177.0,0.0,,-6.66088,-50.48550004315696,-22081.6916885297,-22083.17826688828,-22084.36686853831,34.28131134202087,27.409805202033308,11.205616500897218,157,70,1,0.0018351478502154,True,,53.0
131296,B4RNM9:131296,0,27,134.0,0.0,,-7.82039,-30.39053032493301,-43305.8312966341,-43306.87931841995,-43307.635562596166,24.16795652011116,17.43940499718536,11.216831192363513,678,126,6,0.0018194080330431,True,,54.0
111873,B4RNM9:111873,0,36,55.0,1.0,8.0,-8.41119,-52.98747864733587,-38534.59792586549,-38536.305694384784,-38537.40201962478,39.382077622939846,25.281860634844374,11.676459610448354,912,80,7,0.0019617069046944,True,,55.0
77086,B4RNM9:77086,0,32,239.0,0.0,,-7.89307,-27.89728549575144,-41588.22342927693,-41589.81080471697,-41589.96797492123,36.60574726031763,3.62443101280621,12.332892777372397,457,122,7,0.0018333933549001,True,,56.0
80164,B4RNM9:80164,0,39,74.0,0.0,,-8.38249,-27.361736622900228,-43352.81917292881,-43354.44327523449,-43354.556419540415,37.452688901931865,2.6091696786047445,12.70012195763638,250,300,7,0.0017034846823662,True,,57.0
123481,B4RNM9:123481,0,23,113.0,0.0,,-6.5334,-26.31216983874207,-32516.52303430128,-32517.73438846173,-32518.231208664136,27.9344905567589,11.456946040897376,13.079266758914205,661,69,11,0.0018340676324442,True,,58.0
93588,B4RNM9:93588,0,32,3.0,1.0,8.0,-8.16784,-36.65917473378363,-35981.19420676553,-35982.531329207835,-35983.360182546225,30.834776036114203,19.11381205449488,13.289413356825452,624,111,5,0.0018674401799216,True,,59.0
33001,B4RNM9:33001,0,41,22.0,1.0,8.0,-8.98949,-52.27148911465505,-48343.77922067113,-48345.42767114494,-48346.63963494465,38.01417099772405,27.94854917217593,13.691231055244934,458,25,7,0.0018664377275854,True,,60.0
27503,B4RNM9:27503,0,29,168.0,0.0,,-8.15372,-26.39208219416408,-34451.98639561814,-34453.740267241395,-34453.74433358062,40.44524045676936,0.0937720101019986,14.146930272707277,194,191,0,0.0019898766186088,True,,61.0
63514,B4RNM9:63514,0,35,232.0,0.0,,-7.517,-38.150051172682765,-72991.56977919645,-72993.30361027224,-72993.84853098643,39.98309445350085,12.566170193559396,14.399213474377486,647,193,8,0.0019077692413702,True,,62.0
10068,B4RNM9:10068,0,35,8.0,1.0,8.0,-8.3024,-41.95523726965821,-39078.65826762037,-39080.90037979739,-39081.11091333059,51.70433509987421,4.8550186121785215,14.604116442394524,304,77,7,0.0016186715802177,True,,63.0
137158,B4RNM9:137158,0,46,249.0,0.0,,-8.04069,-71.84780098153401,-51389.05261532881,-51392.362250862665,-51392.813524515805,76.3220085304172,10.406617662925097,14.880825211808284,685,300,13,0.0019099210621789,True,,64.0
38849,B4RNM9:38849,0,37,19.0,1.0,8.0,-7.92268,-48.42167730790824,-52428.54768769938,-52430.44129943776,-52431.29621375214,43.667724065493005,19.714792437904663,14.96083919548943,572,88,7,0.0017420245567336,True,,65.0
14741,B4RNM9:14741,0,33,208.0,0.0,,-7.69037,-53.00943592001083,-49416.620902946415,-49419.42446586315,-49419.6118594721,64.65169673752284,4.321399282271772,15.963660099783782,515,183,4,0.0018159300088882,True,,66.0
131800,B4RNM9:131800,0,28,163.0,0.0,,-7.33241,-20.193594657400176,-48479.047773113445,-48480.43693280884,-48480.63077593363,32.03478360009648,4.470128650708807,16.311317593405114,325,105,3,0.0019878852181136,True,,67.0
85176,B4RNM9:85176,0,30,60.0,0.0,,-8.58395,-48.70530640780171,-35946.74693856,-35948.65986812483,-35949.572896147394,44.11320372638694,21.0549263850652,16.462823703650432,778,142,3,0.0010670862393453,True,,68.0
122178,B4RNM9:122178,0,42,25.0,1.0,8.0,-8.52338,-37.7036166188097,-47812.737763877405,-47814.29949312583,-47815.09214006223,36.01433203175703,18.27887258971244,16.58958800265977,799,118,7,0.0019895839504897,True,,69.0
104129,B4RNM9:104129,0,43,229.0,0.0,,-8.93249,-48.64754363376965,-51341.8147515213,-51344.39444900907,-51344.65197039344,59.48923730533898,5.938584201592165,16.780277873161495,936,300,7,0.0019925332162529,True,,70.0
3204,B4RNM9:3204,0,33,227.0,0.0,,-6.99335,-33.78180158610822,-40384.72556147476,-40386.51138836572,-40386.92186425335,41.18214643607161,9.465798839947428,16.866143689910814,1000,282,10,0.0058125494979321,False,,71.0
14195,B4RNM9:14195,0,24,120.0,0.0,,-8.60051,-19.50217112746982,-37251.22094961067,-37252.58966739392,-37252.86547090782,31.56338190718904,6.360180124090687,18.421390903809904,494,118,5,0.0016700665000826,True,,72.0
128703,B4RNM9:128703,0,44,37.0,1.0,8.0,-9.09287,-58.51424916902962,-51444.14686812223,-51447.04939046295,-51447.48507443997,66.9337552676714,10.047111191247025,18.46661728988881,423,83,8,0.0019957430195063,True,,73.0
70948,B4RNM9:70948,0,34,195.0,0.0,,-8.26609,-25.22140377418049,-152896.83152853634,-152898.4142456957,-152898.73909554412,36.49832475565952,7.491215467530116,18.76813644900914,562,88,7,0.0018098843283951,True,,74.0
92490,B4RNM9:92490,0,42,170.0,0.0,,-8.91628,-46.272367880310775,-45435.86980458212,-45438.11097595367,-45438.69524155805,51.682639610202685,13.473484915645413,18.88375664553732,646,300,7,0.0018395009683445,True,,75.0
88371,B4RNM9:88371,0,38,72.0,0.0,,-8.55173,-42.9341683894999,-63357.882726572185,-63359.89016325028,-63360.57449868249,46.29258953203374,15.781149966707778,19.13957110924161,1000,33,9,0.0183875747025012,False,,76.0
19378,B4RNM9:19378,0,33,183.0,0.0,,-7.71682,-56.22236517537781,-37266.63382464598,-37269.16913586666,-37269.941920132114,58.46566566998309,17.82082851631449,20.064129010919768,675,300,5,0.0019573373720049,True,,77.0
110066,B4RNM9:110066,0,40,216.0,0.0,,-7.52245,-47.483021239843495,-56661.63879419991,-56663.70457188358,-56664.577468419295,47.63796508179517,20.129472313036736,20.284416154988413,1000,230,10,0.0169960279017686,False,,78.0
42233,B4RNM9:42233,0,39,217.0,0.0,,-7.96399,-40.69782534199796,-41196.9811698141,-41198.49831502078,-41199.636184036055,34.986199604611585,26.23988285179372,20.528257114407342,957,126,12,0.0019100020872429,True,,79.0
9195,B4RNM9:9195,0,40,145.0,0.0,,-8.0129,-24.527149379373657,-54634.33110267739,-54636.16763284589,-54636.29353778521,42.3513917931704,2.903436875283857,20.7276792890806,326,300,10,0.0017686061328276,True,,80.0
27333,B4RNM9:27333,0,24,189.0,0.0,,-6.7659,-40.40529568525726,-42089.31145066572,-42090.51412742275,-42091.96459616345,27.73438488038117,33.44860377178749,20.77769296691141,684,103,4,0.0007342725875787,True,,81.0
91340,B4RNM9:91340,0,30,214.0,0.0,,-9.43454,-30.792066716587588,-32082.455109847844,-32084.489211201864,-32084.69220860577,46.907491566707264,4.681231342287019,20.796656192406694,266,49,6,0.0011255076387897,True,,82.0
46322,B4RNM9:46322,0,42,219.0,0.0,,-8.29463,-30.27739548293886,-47363.55236116496,-47364.881875135776,-47365.78500997159,30.65932051558692,20.82678407872277,21.20870911137083,1000,122,10,0.0226225964725017,False,,83.0
35053,B4RNM9:35053,0,34,117.0,0.0,,-7.63298,-38.17720473189211,-53590.70678110095,-53592.34830741155,-53593.29392471333,37.854496000875066,21.806453017215688,21.483744286198643,851,264,8,0.0019730490166693,True,,84.0
91263,B4RNM9:91263,0,39,154.0,0.0,,-7.76344,-29.36152141042914,-42009.07850253178,-42010.68136714008,-42011.29421181118,36.962935965698605,14.132533850662318,21.733948405931784,578,80,1,0.0018001144053414,True,,85.0
55324,B4RNM9:55324,0,31,73.0,0.0,,-7.92625,-32.39953735012554,-45973.714453268505,-45975.708935510775,-45976.06738456915,45.99385314517469,8.266031655482964,21.86034745053211,418,260,7,0.0019697661045938,True,,86.0
104237,B4RNM9:104237,0,26,125.0,0.0,,-8.76455,-20.8634853546193,-41917.259831615695,-41918.46308936164,-41919.11417535707,27.747782802968008,15.014399739430408,21.898697187779117,1000,90,6,0.0246165245771408,False,,87.0
19506,B4RNM9:19506,0,41,184.0,0.0,,-8.5662,-33.85855760887194,-54526.9174456131,-54529.21349251082,-54529.37371806701,52.948099306171294,3.6948891023374433,22.784430799636795,798,163,7,0.0018311596941202,True,,88.0
131898,B4RNM9:131898,0,33,203.0,0.0,,-7.96445,-53.01205649991559,-59892.38939117788,-59894.98088066559,-59895.679863480815,59.76116728395799,16.118926643203622,22.868037427246023,673,138,7,0.0019650824833661,True,,89.0
55554,B4RNM9:55554,0,38,157.0,0.0,,-7.01734,-66.2174963038942,-47380.10177164634,-47382.085935450494,-47383.96652533486,45.755904309484976,43.367432978151314,22.90584098374209,482,81,11,0.0011701927287504,True,,90.0
21479,B4RNM9:21479,0,35,206.0,0.0,,-7.37109,-35.767568348465865,-42592.51356159916,-42594.77716355869,-42595.0634349756,52.19990125722921,6.601575702182563,23.033908610945907,684,300,8,0.001619481947273,True,,91.0
35215,B4RNM9:35215,0,22,218.0,0.0,,-6.24379,-18.94617624960744,-31905.712602893167,-31907.359225009663,-31907.53506540161,37.972008076401046,4.054975769081811,23.08080759587542,243,131,7,0.0019908221438527,True,,92.0
70447,B4RNM9:70447,0,29,211.0,0.0,,-7.04455,-42.37000610978604,-43335.005922043056,-43336.25024576904,-43337.8497632568,28.694786799723943,36.88574953241831,23.210530222356216,352,21,8,0.0014725889777764,True,,93.0
19276,B4RNM9:19276,0,36,90.0,0.0,,-7.49162,-20.921640646023445,-57102.10139834484,-57103.50913220426,-57104.020933618114,32.463113997972975,11.802420984028444,23.34389433597797,926,98,8,0.0018714946927502,True,,94.0
109965,B4RNM9:109965,0,37,105.0,0.0,,-8.04339,-38.132618618812415,-52638.3509730483,-52640.18312412303,-52641.027540793584,42.25040749164874,19.47271102040801,23.59049989324434,567,229,11,0.0019897927995771,True,,95.0
32062,B4RNM9:32062,0,42,79.0,0.0,,-8.36997,-60.37067215522605,-60404.46455691512,-60406.87829205041,-60408.10664127768,55.66205453782518,28.32640610814213,23.61778849074126,844,101,10,0.0019928221590816,True,,96.0
74084,B4RNM9:74084,0,41,130.0,0.0,,-7.80151,-34.2807397739202,-54625.317440766645,-54627.58688407141,-54627.83048606908,52.33460587842161,5.617595518827302,23.67146162332871,423,220,10,0.0016830746317282,True,,97.0
134853,B4RNM9:134853,0,36,141.0,0.0,,-7.93322,-23.45822014386555,-79748.61222230716,-79750.45419871432,-79750.68721671922,42.476985040153885,5.3735228474607615,24.392287743749097,688,135,8,0.0018953668186441,True,,98.0
22575,B4RNM9:22575,0,34,62.0,0.0,,-8.79829,-17.747177055354776,-43107.74625665759,-43109.41939569394,-43109.58258907568,38.58350277517688,3.763328785272146,24.599654505094254,253,300,6,0.0004824602801818,True,,99.0
26394,B4RNM9:26394,0,38,155.0,0.0,,-7.4164,-33.902829956849374,-43870.144759948766,-43872.16057587137,-43872.6874969543,46.48581950095172,12.151088835829878,24.734078379932225,601,229,13,0.001891684369184,True,,100.0
74935,B4RNM9:74935,0,28,64.0,0.0,,-8.23031,-38.23595023880393,-30365.9608400166,-30366.653317777906,-30368.70612098187,15.968916536231935,47.33876647198044,25.07173276940845,745,18,7,0.001943422248587,True,,101.0
55571,B4RNM9:55571,0,42,197.0,0.0,,-8.76772,-47.79131326464085,-50275.22347667297,-50278.32222904586,-50278.402625619,71.45892731029438,1.853989020296603,25.52160306595014,334,280,6,0.0019155615009367,True,,102.0
10570,B4RNM9:10570,0,27,69.0,0.0,,-7.3174,-17.892883210182994,-29896.736676681157,-29897.8330774275,-29898.622384246937,25.2836018526024,18.2018476627053,25.59256630512471,695,129,7,0.0013813388068228,True,,103.0
80302,B4RNM9:80302,0,34,16.0,1.0,8.0,-8.10519,-31.563740795234327,-38041.54141728676,-38043.27195881432,-38044.02718498749,39.90723566905531,17.41592928929726,25.759424163118243,402,93,7,0.0017509895842522,True,,104.0
106444,B4RNM9:106444,0,33,48.0,1.0,8.0,-8.46977,-39.31137386069637,-37008.41340277967,-37009.8053428682,-37011.25422380438,32.09890098885408,33.41198812980012,26.199515257957835,366,50,6,0.0019768287893384,True,,105.0
27083,B4RNM9:27083,0,34,97.0,0.0,,-7.86415,-20.77918278410906,-117303.42130651604,-117304.7551992838,-117305.4651448602,30.760297972046928,16.37173392196163,26.3528491098995,1000,27,7,0.0020753985736519,False,,106.0
11553,B4RNM9:11553,0,29,91.0,0.0,,-8.02529,-33.56568273357138,-31048.053177854134,-31050.05828798217,-31050.658301003597,46.23893801325361,13.836628979527733,26.50988425920996,1000,103,7,0.0065190340392291,False,,107.0
52721,B4RNM9:52721,0,27,215.0,0.0,,-8.65083,-20.917792722705883,-44642.3498572918,-44644.0976583505,-44644.41058324085,40.30524991256096,7.21621940129994,26.60367659115501,378,237,5,0.0018494327086955,True,,108.0
19980,B4RNM9:19980,0,40,66.0,0.0,,-8.32525,-24.709801299488824,-80969.05267129041,-80970.95995212738,-80971.27851070376,43.982940967309816,7.346135287599556,26.619274955420547,370,144,10,0.0017639289144426,True,,109.0
119060,B4RNM9:119060,0,36,54.0,1.0,8.0,-8.05164,-30.834480578481333,-38535.1698003201,-38536.70686841795,-38537.67905175952,35.44563238927076,22.41908044835688,27.030232259146302,786,81,7,0.0019252700731158,True,,110.0
124026,B4RNM9:124026,0,36,115.0,0.0,,-7.74724,-21.53240885818486,-47333.88901117543,-47335.79772178969,-47336.00752595281,44.01591241498769,4.8381989386445055,27.321702495447337,595,209,7,0.0018990056123584,True,,111.0
9457,B4RNM9:9457,0,35,146.0,0.0,,-7.2808,-44.69345223990356,-42139.5446183047,-42142.210670208064,-42142.67316563523,61.48061743637428,10.66539791955702,27.452563116027747,775,223,6,0.0018644700758159,True,,112.0
96363,B4RNM9:96363,0,48,116.0,0.0,,-7.62324,-32.21635643540452,-72706.0085648176,-72708.21399773813,-72708.6044332956,50.858491351046816,9.003657847654663,27.64579276329696,358,300,14,0.0018952363170683,True,,113.0
12842,B4RNM9:12842,0,39,41.0,1.0,8.0,-8.68793,-43.62977835752317,-45823.2041912278,-45825.32584700726,-45826.30675716165,48.92654458237965,22.62032553278007,27.917091757636545,770,111,8,0.0019376999698579,True,,114.0
101684,B4RNM9:101684,0,41,178.0,0.0,,-9.64457,-31.02251432160403,-50700.66675152483,-50701.93290763375,-50703.23419836499,29.198253510923653,30.0084771492275,28.18421633854712,462,62,3,0.0018622714560478,True,,115.0
22829,B4RNM9:22829,0,47,205.0,0.0,,-7.61774,-37.81211029423869,-55671.49595653465,-55673.13884921725,-55674.36443392964,37.88600528761243,28.26265488051756,28.336549873891293,1000,111,15,0.0893987193703651,False,,116.0
47922,B4RNM9:47922,0,37,87.0,0.0,,-8.82284,-20.892065921595663,-52993.29923027716,-52995.1695774504,-52995.44521227061,43.13123044829374,6.356289955386898,28.59545448208498,404,266,7,0.001950349076651,True,,117.0
129984,B4RNM9:129984,0,34,242.0,0.0,,-7.33694,-23.65491970432899,-43903.197747634025,-43905.07596844534,-43905.46686646784,43.31280085571567,9.01432254481028,28.672203696196952,795,145,8,0.0016163412947207,True,,118.0
