system,mol_id,source_index,paff,formal_charge,pocket_charge,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A,eint_rank,pre_eint_rank,experimental_rank
mcl1,0,0,6.473606982404691,-1,1,,-117.35907021820611,-101.45772230505884,-680376.6123003862,-640316.841071125,-40054.68205830652,-680375.0977875937,230.0,0.0015857744729146,True,2.7884544421203845,2.720919407922288,11.0,7.0,14.0
mcl1,25,44,6.840175897360703,-1,1,,-116.42665154293452,-88.11836307587585,-694018.2628414067,-640316.841071125,-53696.37303282771,-694016.8289846055,320.0,0.0015098461881279,True,2.519857560073349,2.720440910269935,12.0,27.0,5.0
mcl1,31,53,6.627565954545454,-1,1,,-116.23060563871012,-98.75300122239194,-672117.4070024398,-640316.841071125,-31795.52569521583,-672115.8315845795,466.0,0.0017785197123885,True,2.7734930363274537,2.7627189763255693,13.0,13.0,9.0
mcl1,1,2,6.041055550586511,-1,1,,-116.16628466926866,-97.50250194943352,-671588.4015611326,-640316.841071125,-31266.523043129848,-671586.8343985466,441.0,0.0019369967048987,True,2.777519436407301,2.723143541389407,14.0,15.0,21.0
mcl1,28,49,7.302052813782991,-1,1,,-116.11023472308634,-94.54567609140356,-694018.3049758702,-640316.841071125,-53696.42888842311,-694017.2520020786,309.0,0.0019572991877794,True,2.563818873034049,2.827784384772596,15.0,20.0,1.0
mcl1,26,45,6.195014522727272,-1,1,,-116.06764200467812,-83.4061048378729,-683553.4547610452,-640316.841071125,-43231.580520593176,-683551.2223425412,433.0,0.0017994809895753,True,2.5360953718630794,2.730578460170143,16.0,33.0,17.0
mcl1,19,32,6.356305041055719,-1,1,,-115.9419740343399,-100.7392073676225,-683553.3618618184,-640316.841071125,-43231.493070845325,-683552.0075956525,311.0,0.0019894829019904,True,2.8725821248822268,2.782241138610229,17.0,10.0,16.0
mcl1,41,67,5.637829953812316,-1,1,,-115.93620062820146,-66.86233030395412,-684093.432737545,-640316.841071125,-43771.56419693055,-684090.5014929376,208.0,0.0014817747287452,True,2.4371698815575598,2.668417305998142,18.0,36.0,27.0
mcl1,23,40,4.882697835043988,-1,1,,-115.22588266022584,-94.0660424056456,-670448.0495724212,-640316.841071125,-30126.211834109203,-670446.7659180734,332.0,0.0017997637623921,True,2.6426358448823515,2.7753573025176124,19.0,21.0,37.0
mcl1,20,34,6.561583437683284,-1,1,,-114.94911475920108,44.21590922592508,-671114.0060142457,-640316.841071125,-30792.180277725754,-671106.9766210661,366.0,0.0019479709444567,True,1.8420789955190304,2.773279836223726,20.0,39.0,10.5
mcl1,17,28,6.524926406891495,-1,1,,-114.84914857578288,-99.0765684683698,-671048.3994891096,-640316.841071125,-30726.57808753371,-671047.000153855,328.0,0.0018149025272578,True,2.8273772674856743,2.783394080045773,21.0,12.0,13.0
mcl1,29,50,7.170087780791788,-1,1,,-113.947444245068,-87.57459979162671,-683553.4115546475,-640316.841071125,-43231.62925467216,-683551.5366037854,237.0,0.001672216807492,True,2.569872433655417,2.814089564119661,22.0,28.0,2.0
mcl1,27,47,6.76686183431085,-1,1,,-112.05390689568598,-92.1012272387204,-692948.7712924802,-640316.841071125,-52627.071104055845,-692947.6268183043,262.0,0.0019986715633422,True,2.568960159412216,2.8287354747232665,23.0,23.0,7.0
mcl1,24,42,6.12903200659824,-1,1,,-111.98327834119996,-84.72818391747406,-692948.7554339163,-640316.841071125,-52627.05830823602,-692947.1563866694,309.0,0.0019379801815375,True,2.520959902276411,2.720712356912617,24.0,31.0,20.0
mcl1,12,20,6.561583437683284,-1,1,,-111.94198895249627,-104.85804009793036,-681513.1294337688,-640316.841071125,-41191.43409856583,-681512.6573080844,396.0,0.0019652810879051,True,3.0210885891554,2.7212218046706798,25.0,4.0,10.5
mcl1,5,9,5.7551318951612895,-1,1,,-110.89146202855784,-100.78459727208308,-667938.7400732036,-640316.841071125,-27617.09029315964,-667938.0313095385,403.0,0.0019276179373264,True,3.0153638839862325,2.783656770428342,26.0,9.0,26.0
mcl1,3,5,4.853372350439882,-1,1,,-110.78634064206256,-91.18021359246174,-667938.7364917111,-640316.841071125,-27617.091270161935,-667937.3615925249,359.0,0.0018566529033705,True,2.640243558425924,2.7753164419442458,27.0,24.0,38.0
mcl1,21,36,5.571847437683284,-1,1,,-108.78729811418626,-101.22657023806316,-670044.2684711737,-640316.841071125,-29722.7099363131,-670043.6563071305,325.0,0.0018630481790751,True,3.019457355448374,2.705822440352003,28.0,8.0,28.0
mcl1,2,4,4.48680343548387,-1,1,,-107.63617114423836,-96.36326509922196,-666869.2118399809,-640316.841071125,-26547.70322271022,-666868.6460396721,536.0,0.0019360273145139,True,3.015320506039019,2.766227895707125,29.0,18.0,40.0
mcl1,18,30,5.153959098240469,-1,1,,-107.55355018109329,-84.66390577597727,-671047.9994425689,-640316.841071125,-30726.49440808223,-671046.9375583689,441.0,0.0019956990145146,True,3.01900627538678,2.711286153967077,30.0,32.0,32.0
mcl1,10,16,6.458944589442814,-1,1,,-107.44782086475,-101.9803426653755,-680443.6169492624,-640316.841071125,-40122.11649963291,-680443.0173606531,357.0,0.0018933229148387,True,3.016909394661677,2.730957981420868,31.0,6.0,15.0
mcl1,13,21,5.146627552052785,-1,1,,-106.25172477312351,-13.894414139609404,-673152.9309299167,-640316.841071125,-32831.48234792274,-673149.3644477614,567.0,0.0011827010894194,True,2.2872774179508526,2.75351674800204,32.0,38.0,33.0
mcl1,11,18,5.99706767228739,-1,1,,-105.85327445694202,-71.87645646867992,-681512.7206786725,-640316.841071125,-41191.28937511965,-681511.1396356323,283.0,0.0019524237141013,True,2.705637570230594,2.7166539996952204,33.0,35.0,22.0
mcl1,22,38,4.23753681085044,-1,1,,-105.39764216482328,-81.20921927574321,-671484.1965055697,-640316.841071125,-31162.784960103058,-671483.0503936219,282.0,0.001926421187818,True,3.0214602415542733,2.685355431471151,34.0,34.0,41.0
mcl1,7,13,4.824046865102639,-1,1,,-103.72602425998122,-97.8349731371211,-667938.4329728443,-640316.841071125,-27617.09391559074,-667938.0393316126,215.0,0.001679326291196,True,3.0156395082612737,2.732436843624989,35.0,14.0,39.0
mcl1,8,14,5.043988353372434,-1,1,,-103.44030896580342,-96.85678396820288,-679374.0571173577,-640316.841071125,-39052.73044989193,-679373.6429207881,292.0,0.0019217162625864,True,3.0174535414631203,2.745441170921912,36.0,16.0,35.0
mcl1,4,7,5.087976581378299,-1,1,,-101.5931436120582,-49.68996234166304,-676037.5494563587,-640316.841071125,-35716.302889563805,-676034.6076477157,376.0,0.0018393563805148,True,1.914072459422534,2.7787419903588377,37.0,37.0,34.0
mcl1,15,24,5.315249266862169,-1,1,,-100.36281458440304,315.59767063052857,-675198.5412204219,-640316.841071125,-34877.34800574326,-675180.3931660791,698.0,0.001844861311838,True,1.6231835862918664,2.5783909009856187,38.0,40.0,30.0
mcl1,6,11,5.8064516686217,-1,1,,-99.98077613188887,-90.00394014424016,-676037.59627384,-640316.841071125,-35716.41962591669,-676036.9784470218,236.0,0.0019610822200775,True,2.8696198445536547,2.75364906569428,39.0,26.0,25.0
mcl1,9,15,5.036656807917888,-1,1,,-97.08866339984532,-85.62110357827231,-676037.5147635671,-640316.841071125,-35716.46352952176,-676036.833406754,316.0,0.0019455176079645,True,2.832629594030976,2.6611034287241857,40.0,30.0,36.0
mcl1,16,26,5.227272810850439,-1,1,,-68.00342474048853,341.54886984467805,-675197.0449078823,-640316.841071125,-34877.254929158094,-675179.3957586784,286.0,0.0019608135335147,True,1.957186098036937,2.6579483087111444,41.0,41.0,31.0
