mol_id,source_index,label,paff,formal_charge,smina_affinity_kcal_mol,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_eV,aimnet_interaction_kcal_mol,aimnet_score,aimnet_rank,smina_rank
9195,145,0,,0,-8.0129,-249166.71278226553,-194591.70549166933,-54573.94369273376,-1.0635978624413838,-24.527149379373657,24.527149379373657,51.0,33.0
75118,77,0,,0,-8.50545,-232136.15004103596,-194591.70549166933,-37543.40703398022,-1.0375153864079039,-23.92567319326262,23.92567319326262,52.0,14.0
134853,141,0,,0,-7.93322,-274277.63321978715,-194591.70549166933,-79684.91048341418,-1.0172447036457015,-23.45822014386555,23.45822014386555,53.0,35.0
24700,61,0,,0,-7.67327,-229678.40340051948,-194591.70549166933,-35085.68748199318,-1.010426856970298,-23.300996864505585,23.300996864505585,54.0,41.0
104237,125,0,,0,-8.76455,-236467.58805709184,-194591.70549166933,-41874.97783906874,-0.9047263537649997,-20.8634853546193,20.8634853546193,55.0,9.0
27083,97,0,,0,-7.86415,-311871.969202531,-194591.70549166933,-117279.36264021334,-0.9010706483095419,-20.77918278410906,20.77918278410906,56.0,37.0
69932,241,0,,0,-7.61957,-243462.89893574538,-194591.70549166933,-48870.320991770706,-0.8724523053460871,-20.119228117367253,20.119228117367253,57.0,43.0
24714,233,0,,0,-8.73421,-244466.81150435092,-194591.70549166933,-49874.268378591565,-0.8376340900213108,-19.31630099749346,19.31630099749346,58.0,10.0
10570,69,0,,0,-7.3174,-224442.53929065968,-194591.70549166933,-29850.05789013764,-0.775908852712746,-17.892883210182994,17.892883210182994,59.0,50.0
110589,17,1,8.0,0,-8.4887,-238220.1245954542,-194591.70549166933,-43627.72581550549,-0.6932882793771569,-15.987607526984474,15.987607526984474,60.0,16.0
93388,133,0,,0,-6.58922,-227947.45215528418,-194591.70549166933,-33355.06189008836,-0.6847735264891526,-15.79125266074475,15.79125266074475,61.0,60.0
52399,221,0,,0,-7.30765,-253274.59055982475,-194591.70549166933,-58682.2061900497,-0.6788781057184679,-15.65530102808075,15.65530102808075,62.0,51.0
86499,137,0,,0,-7.82436,-319478.8647567961,-194591.70549166933,-124886.87380404069,-0.2854610860813409,-6.58288902935921,6.58288902935921,63.0,39.0
