mol_id,source_index,label,paff,formal_charge,smina_affinity_kcal_mol,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_eV,aimnet_interaction_kcal_mol,aimnet_score,aimnet_rank,smina_rank
27503,168,0,,0,-8.15372,-228997.1601797893,-194591.70550220693,-34404.31020857894,-1.144469003425911,-26.392082194164082,26.392082194164082,45.0,31.0
6617,76,0,,0,-8.26,-225017.02624299936,-194591.70550220693,-30424.1840576603,-1.1366831321356585,-26.212535736872173,26.212535736872173,46.0,28.0
11426,212,0,,0,-8.35215,-243616.55399711966,-194591.70550220693,-49023.76709187492,-1.0814030378096504,-24.93774647758613,24.93774647758613,47.0,25.0
6871,128,0,,0,-9.16117,-288325.7800586487,-194591.70550220693,-93733.0507357681,-1.023820673697628,-23.60986561578072,23.60986561578072,48.0,4.0
77861,144,0,,0,-8.6561,-231731.0048197698,-194591.70550220693,-37138.3414545189,-0.9578630439646076,-22.088846540528145,22.088846540528145,49.0,13.0
117050,84,0,,0,-9.04865,-266120.3011727578,-194591.70550220693,-71527.66567724846,-0.9299933024303755,-21.446155032850996,21.446155032850996,50.0,5.0
114399,28,1,8.0,0,-8.16218,-232583.95172484146,-194591.70550220693,-37991.34245362469,-0.9037690098484745,-20.84140847944192,20.84140847944192,51.0,30.0
126062,12,1,8.0,0,-8.94165,-238675.81266221614,-194591.70550220693,-44083.21403967741,-0.8931203317988547,-20.595844129945803,20.595844129945803,52.0,8.0
14195,120,0,,0,-8.60051,-231808.3213458518,-194591.70550220693,-37215.77014946315,-0.8456941817130428,-19.50217112746982,19.50217112746982,53.0,14.0
12395,244,0,,0,-6.9537,-239363.01872757723,-194591.70550220693,-44770.482051074025,-0.8311742962832795,-19.167334615021655,19.167334615021655,54.0,59.0
68639,220,0,,0,-7.49098,-231344.16475901267,-194591.70550220693,-36751.648186769286,-0.8110700364559307,-18.703719369673887,18.703719369673887,55.0,47.0
16581,124,0,,0,-7.73371,-228084.48856329473,-194591.70550220693,-33491.97763606049,-0.8054250273125945,-18.5735423663197,18.5735423663197,56.0,39.0
55476,96,0,,0,-7.76511,-232462.78528902147,-194591.70550220693,-37870.28219065821,-0.797596156335203,-18.393004312685818,18.393004312685818,57.0,38.0
24516,24,1,8.0,0,-8.52439,-240845.46936288147,-194591.70550220693,-46253.00337654503,-0.760484129517863,-17.537180643173336,17.537180643173336,58.0,19.0
85332,140,0,,0,-7.68188,-233615.1236750224,-194591.70550220693,-39022.65962540235,-0.7585474131119554,-17.492518901860556,17.492518901860556,59.0,41.0
50375,88,0,,0,-7.18452,-232162.6439070696,-194591.70550220693,-37570.23122584525,-0.7071790174304624,-16.307935556265328,16.307935556265328,60.0,51.0
86631,196,0,,0,-8.80392,-228071.17363147828,-194591.70550220693,-33478.78292188857,-0.6852073827831191,-15.80125762456338,15.80125762456338,61.0,11.0
35644,32,1,8.0,0,-9.19815,-240861.10714605442,-194591.70550220693,-46268.71894992526,-0.6826939222301007,-15.743295847260127,15.743295847260127,62.0,3.0
26820,204,0,,0,-5.81545,-241696.7899086987,-194591.70550220693,-47104.9276427669,-0.15676372487359913,-3.61505737555363,3.61505737555363,63.0,62.0
