mol_id,name,formal_charge,n_atoms,source_index,label,paff,smina_affinity_kcal_mol,aimnet_interaction_kcal_mol,gas_bound_ev,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet2_score_rank
14195,B4RNM9:14195,0,24,120.0,0.0,,-8.60051,-19.50217112746982,-37251.22094961067,-37252.58966739392,-37252.86547090782,31.563381907189036,6.360180124090687,18.421390903809904,494,118,5,0.001670066500082612,True,,22.0
16581,B4RNM9:16581,0,29,124.0,0.0,,-7.73371,-18.5735423663197,-33539.94890344015,-33540.931003594065,-33547.55396597869,22.647767573854114,152.72914085098805,156.80336605852247,713,37,8,0.0019887518137693405,True,,60.0
6871,B4RNM9:6871,0,71,128.0,0.0,,-9.16117,-23.60986561578072,-93853.11725322032,-93857.19424173467,-93868.80226067755,94.01758864011488,267.6872760509185,338.09499907525264,1000,82,13,0.11005019396543503,False,,63.0
144031,B4RNM9:144031,0,21,132.0,0.0,,-6.07664,-28.05092835777956,-29848.254285893407,-29848.921532241246,-29849.12688585006,15.387066319146054,4.735566718229592,-7.928295320403915,365,100,7,0.0019516651518642902,True,,3.0
107578,B4RNM9:107578,0,49,136.0,0.0,,-7.16556,-49.86572856634397,-149960.69969343772,-149963.29650099794,-149965.1258554912,59.88380494922969,42.18591679115531,52.20399317404103,342,84,15,0.0019149581203237176,True,,47.0
85332,B4RNM9:85332,0,35,140.0,0.0,,-7.68188,-17.492518901860556,-39081.078974324635,-39082.72888668004,-39083.964073217605,38.04788278808154,28.484078229315294,49.039442115536275,675,131,8,0.001784658175893128,True,,45.0
77861,B4RNM9:77861,0,31,144.0,0.0,,-8.6561,-22.088846540528145,-37185.688495517395,-37186.85164425148,-37187.018322526696,26.822847016503832,3.843692337909243,8.57769281388493,441,107,5,0.0017929179593920708,True,,13.0
108737,B4RNM9:108737,0,33,148.0,0.0,,-8.42297,-45.69125993319641,-136548.98050401418,-136550.34418423023,-136550.45650395725,31.44721284782564,2.5901544372853165,-11.653892648085456,286,154,6,0.00199630088172853,True,,2.0
72902,B4RNM9:72902,0,39,152.0,0.0,,-9.56969,-31.23464217987368,-71039.67920639337,-71042.39237252824,-71042.83028620208,62.56709742555109,10.098529221328413,41.43098446700582,756,300,8,0.0019359865691512823,True,,40.0
61959,B4RNM9:61959,0,29,156.0,0.0,,-7.42223,-40.65207707164699,-33432.67985748677,-33434.500523462775,-33434.86671597302,41.98555482320959,8.444599897659288,9.778077649221885,564,171,5,0.001992503646761179,True,,15.0
32175,B4RNM9:32175,0,39,160.0,0.0,,-8.4228,-44.55582433275057,-52932.74262099186,-52935.97002354364,-52936.76019176916,74.4256709138997,18.22171215878962,48.09155873993875,982,151,9,0.0017554666846990585,True,,44.0
33686,B4RNM9:33686,0,32,164.0,0.0,,-8.14723,-36.115001124028815,-37102.30361739947,-37103.978022645104,-37105.44503896542,38.612702254788246,33.83020002301705,36.32790115377648,648,55,6,0.0015685089165344834,True,,34.0
27503,B4RNM9:27503,0,29,168.0,0.0,,-8.15372,-26.39208219416408,-34451.98639561814,-34453.740267241395,-34453.74433358062,40.445240456769355,0.0937720101019986,14.146930272707275,194,191,0,0.0019898766186088324,True,,17.0
14065,B4RNM9:14065,0,40,172.0,0.0,,-9.02828,-60.93539517596047,-51810.790126651846,-51812.874769893955,-51813.181680270296,48.07301519444165,7.077521413324119,-5.784858568194702,486,300,6,0.0017405939288437366,True,,4.0
60570,B4RNM9:60570,0,36,176.0,0.0,,-7.03141,-31.834197094296236,-52981.14505091142,-52983.22103024793,-52984.21398692796,47.873220784893185,22.898125013672725,38.937148704269674,1000,131,6,0.005857035052031279,False,,36.0
59285,B4RNM9:59285,0,46,180.0,0.0,,-7.00096,-34.82834248422107,-54997.18959853331,-55002.57283492541,-55004.99632089403,124.14038030361651,55.88691409616045,145.19895191555588,1000,170,12,0.01141972653567791,False,,59.0
19506,B4RNM9:19506,0,41,184.0,0.0,,-8.5662,-33.85855760887194,-54526.9174456131,-54529.21349251082,-54529.373718067014,52.948099306171294,3.6948891023374433,22.784430799636795,798,163,7,0.001831159694120288,True,,25.0
118456,B4RNM9:118456,0,29,188.0,0.0,,-8.0943,-29.072387881963817,-34101.95967608658,-34103.288538932014,-34103.39385115686,30.644305207417407,2.4285575982701206,4.000474923723711,508,135,5,0.00193633115850389,True,,10.0
7963,B4RNM9:7963,0,21,192.0,0.0,,-6.94157,-40.89597991632264,-57253.06582157756,-57253.72430082282,-57253.81264448225,15.184892130693026,2.0372531838264933,-23.67383460180312,601,147,4,0.0019409263040870428,True,,1.0
86631,B4RNM9:86631,0,28,196.0,0.0,,-8.80392,-15.80125762456338,-33525.55747068297,-33526.68689588592,-33529.23727938463,26.045163913676454,58.813240658430054,69.05714694754313,1000,87,3,0.005947972647845745,False,,52.0
19262,B4RNM9:19262,0,33,200.0,0.0,,-7.28342,-32.53743192390692,-47269.90436711341,-47272.30204414766,-47273.202872219874,55.29174593067053,20.773588846406362,43.52790285316997,545,42,9,0.0018728318391367793,True,,41.0
26820,B4RNM9:26820,0,38,204.0,0.0,,-5.81545,-3.61505737555363,-47170.432548414414,-47171.89516731427,-47176.70570116661,33.72879309816767,110.9335459926585,141.04728171527253,505,116,10,0.0018970980308949947,True,,56.0
14741,B4RNM9:14741,0,33,208.0,0.0,,-7.69037,-53.00943592001083,-49416.620902946415,-49419.42446586315,-49419.6118594721,64.65169673752284,4.321399282271772,15.963660099783782,515,183,4,0.0018159300088882446,True,,20.0
11426,B4RNM9:11426,0,34,212.0,0.0,,-8.35215,-24.93774647758613,-49082.077089951425,-49083.582797740266,-49083.606309324365,34.722446483512485,0.5421900096826582,10.326890015609012,208,229,5,0.0019648494198918343,True,,16.0
110066,B4RNM9:110066,0,40,216.0,0.0,,-7.52245,-47.483021239843495,-56661.638794199906,-56663.70457188358,-56664.577468419295,47.63796508179517,20.129472313036736,20.284416154988413,1000,230,10,0.016996027901768684,False,,24.0
68639,B4RNM9:68639,0,33,220.0,0.0,,-7.49098,-18.703719369673887,-36799.774496937054,-36801.296201666366,-36801.951545337724,35.09134469437276,15.11258407885438,31.50020940355325,343,250,5,0.0017962913261726499,True,,31.0
1118,B4RNM9:1118,0,40,224.0,0.0,,-9.22828,-32.46403233507454,-47535.61746234761,-47538.30559975901,-47538.439500892506,61.989921350908475,3.087833493490687,32.61372250932462,531,249,4,0.0018381128320470452,True,,32.0
31185,B4RNM9:31185,0,30,228.0,0.0,,-7.04673,-27.956570263267608,-44723.40156881346,-44724.2818958667,-44724.621466257246,20.300824117762584,7.8306792330948936,0.1749330875898698,499,300,7,0.001829321263357997,True,,8.0
63514,B4RNM9:63514,0,35,232.0,0.0,,-7.517,-38.150051172682765,-72991.56977919645,-72993.30361027224,-72993.84853098643,39.983094453500854,12.566170193559397,14.399213474377486,647,193,8,0.0019077692413702607,True,,18.0
30513,B4RNM9:30513,0,46,236.0,0.0,,-7.35971,-49.91517666063721,-59010.42269014391,-59012.087136741626,-59018.668281153805,38.38305037812108,151.76479549726776,140.23266921475164,1000,165,14,0.010931289754807949,False,,55.0
2684,B4RNM9:2684,0,8,240.0,0.0,,-3.12977,-27.799032939355182,-18993.138090515837,-18994.157922730017,-18994.157930133413,23.51788955431542,0.0001707263678390321,-4.280972658671923,19,21,0,0.0019182045944035053,True,,6.0
12395,B4RNM9:12395,0,36,244.0,0.0,,-6.9537,-19.16733461502165,-44849.60423399105,-44850.35379885764,-44850.446284368765,17.285376458232648,2.132766552879755,0.250808396090751,980,193,3,0.0017653029644861817,True,,9.0
33773,B4RNM9:33773,0,31,248.0,0.0,,-7.07463,-41.505234851396345,-112282.66522786023,-112284.01558987297,-112284.21999611291,31.14008778355428,4.713719872929438,-5.651427194912628,759,159,8,0.0019929977133870125,True,,5.0
