system,mol_id,source_index,paff,formal_charge,pocket_charge,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
shp2,10,10,6.589572800219583,1,-3,,-238.0893580448454,-224.36190857495,-637633.0510438709,-588229.2052990368,-49393.52121309293,-637632.199289708,503.0,0.001991243800148368,True,2.719927270792738,2.770070396704135
shp2,11,11,4.005089533294051,1,-3,,-231.01573144089363,-43.649244918710394,-625127.4725612242,-588229.2052990368,-36888.24947192774,-625119.0104923998,638.0,0.0019729281775653362,True,2.1728802953823374,2.6766797940442757
shp2,12,12,6.4472837532021074,1,-3,,-252.59524303977818,-231.29128995051704,-637632.8118005939,-588229.2052990368,-49392.65293510689,-637630.9569281348,183.0,0.001779201440513134,True,2.3870872768963,2.711304624124771
shp2,13,13,7.120475041901261,1,-3,,-254.8541828908299,-233.88435179166282,-638702.1806228892,-588229.2052990368,-50461.92380049905,-638700.7467756661,204.0,0.001891935127787292,True,2.3881372444493816,2.718550438066205
shp2,14,14,5.188025687097454,1,-3,ValueError('Severe protein-ligand heavy-atom overlap: 1.332 A < 1.6 A. Redock into the prepared receptor; covalent complexes require a separate protocol.'),,,,,,,,,,,
shp2,15,15,6.654851247837816,1,-3,,-253.0975345774182,-240.7130019568122,-638702.234750322,-588229.2052990368,-50462.05410341238,-638701.4547926257,367.0,0.0016389836091548204,True,2.9556664258046608,2.7275603978203256
shp2,16,16,6.200405160003394,1,-3,,-256.01419081483556,-174.57198340654298,-616202.1955324882,-588229.2052990368,-27961.888407393486,-616198.3079590248,331.0,0.0018160687759518623,True,2.2110200935238407,2.8130916680217117
shp2,17,17,5.24507449868837,1,-3,,-238.68917549865773,-227.12460285479375,-636126.3662320753,-588229.2052990368,-47886.81039075074,-636125.6345268252,447.0,0.0019650133326649666,True,2.7184296295802604,2.794583820756621
shp2,18,18,6.502866045820398,1,-3,,-253.13007423435897,-234.82880509706996,-640141.647485197,-588229.2052990368,-51901.46542723441,-640140.1855792451,422.0,0.001310336752794683,True,2.809187031161812,2.7258140860558435
shp2,19,19,6.245255120688519,1,-3,,-241.1120498836546,-51.45135461954616,-637632.026112579,-588229.2052990368,-49392.36520547712,-637623.5108435292,853.0,0.0019020754843950272,True,2.1740915183108482,2.6804531888628325
shp2,20,20,5.8871224478892215,1,-3,,-232.0837540745305,-222.38012771836597,-636563.4352868678,-588229.2052990368,-48324.165883726455,-636562.6254972382,277.0,0.0019973914604634047,True,2.719927270792738,2.751673834999865
shp2,21,21,6.713413423107516,1,-3,,-245.7865896138276,-232.2473347397955,-638068.5608376387,-588229.2052990368,-49828.69722330862,-638067.7840888973,499.0,0.0019386349013075233,True,2.7247776203584753,2.750030552274797
shp2,22,22,5.544789375797395,1,-3,,-233.0151596182613,-175.63554509743005,-640747.6638211958,-588229.2052990368,-52508.35402848742,-640744.1133089825,439.0,0.0017519399989396334,True,2.6418576423625244,2.7518373649556653
shp2,23,23,6.012529222147205,1,-3,,-235.2771049879609,-221.04009973929004,-622420.5689108789,-588229.2052990368,-34181.16103093563,-622419.6134341329,458.0,0.0019221861148253083,True,2.7250540331030604,2.782992206043848
shp2,24,24,6.4078733718290355,1,-3,,-253.8428585360504,-236.65533670124645,-650137.7850895467,-588229.2052990368,-61897.572122331294,-650136.91454478,282.0,0.001901536714285612,True,2.940886738088013,2.717325751865352
shp2,25,25,6.023366430288186,1,-3,,-236.29570288702544,-219.6824434618427,-633855.8937175816,-588229.2052990368,-45616.441667052946,-633854.87254742,501.0,0.0019325921311974525,True,2.718591202840955,2.775269116299698
