system,mol_id,source_index,paff,formal_charge,pocket_charge,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A,eint_rank,pre_eint_rank,experimental_rank
hif2a,6,6,7.001267150699917,0,-4,,-51.61234624930486,32.36739605073876,-920995.5448223096,-869125.2120775275,-51868.09462161906,-920991.5737047484,571,0.0016378406435251,True,2.1007779307036363,2.952847043520211,31.0,41.0,31.5
hif2a,34,34,7.825324961866451,0,-4,,-50.07624089912392,-9.108794193334486,-916224.0866726992,-869125.2120775275,-47096.70308384127,-916222.1037792774,263,0.0017090858891606,True,2.817331800200312,3.0159074558474157,32.0,29.0,8.0
hif2a,8,8,7.722644162667462,0,-4,,-49.551560246728826,-10.69902442181553,-925200.926817792,-869125.2120775275,-56073.56598124058,-925198.9842566986,235,0.0018928083591163,True,2.8365234069149694,2.9871355317404467,33.0,26.0,13.0
hif2a,10,10,7.457281487428547,0,-4,,-48.51545964751632,-9.643772690970746,-902302.1822279628,-869125.2120775275,-33174.86632098585,-902300.3916048472,363,0.0005594890099018,True,2.8236177330601526,2.9570502685385827,34.0,28.0,18.0
hif2a,35,35,7.109191760289703,0,-4,,-47.97755621792343,-38.68647540754118,-918550.4931427347,-869125.2120775275,-49423.20056145811,-918549.7557475195,337,0.0019511929713189,True,3.0526310413384485,3.10398492514729,35.0,3.0,29.0
hif2a,27,27,4.9595049749022,0,-4,,-47.08188146159113,-36.16255796869544,-915056.0832571604,-869125.2120775275,-45928.82951601724,-915055.0091972152,401,0.0019383856561034,True,2.891169159035499,2.8091794255370237,36.0,4.0,41.0
hif2a,30,30,5.553847184279097,0,-4,,-47.0484580066198,-30.8798757699282,-926536.7141923688,-869125.2120775275,-57409.46190060372,-926536.000709826,252,0.0018361709080636,True,2.7841863637860698,2.9762351740563666,37.0,6.0,38.0
hif2a,28,28,7.329228336860007,0,-4,,-46.32925427990544,-5.027517039060239,-926661.4700691652,-869125.2120775275,-57534.24896502565,-926659.14871888,224,0.0019768180791288,True,2.5001517704010823,2.922140506998623,38.0,33.0,24.0
hif2a,38,38,7.421559252697001,0,-4,,-45.76295627065453,-24.263567168873145,-929539.4436017728,-869125.2120775275,-60412.24705463898,-929538.3866661632,230,0.0018678245833143,True,2.715017160319938,2.976622513982637,39.0,11.0,20.0
hif2a,18,18,5.421197659109344,0,-4,,-44.45537661469871,-25.667580071441467,-926661.1459944932,-869125.2120775275,-57534.0061493801,-926660.09558103,601,0.0017096536466851,True,2.7489444012002573,2.867115244237304,40.0,9.0,39.0
hif2a,29,29,7.082203616145069,0,-4,,-36.56475681436242,14.540390472503798,-919391.1248715592,-869125.2120775275,-50264.3271961056,-919388.770583238,205,0.0009849333437159,True,2.6553919248961946,2.9106293022653005,41.0,39.0,30.0
