system,mol_id,source_index,paff,formal_charge,pocket_charge,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
hif2a,10,10,7.457281487428547,0,-4,,-48.51545964751632,-9.643772690970746,-902302.1822279629,-869125.2120775275,-33174.86632098585,-902300.3916048472,363,0.0005594890099018812,True,2.8236177330601526,2.9570502685385827
hif2a,11,11,7.137969092539677,0,-4,,-60.11430587629649,-15.123977557958352,-912897.1338816189,-869125.2120775275,-43769.31500106487,-912894.9105259937,689,0.0014211947564035654,True,2.7505793154036366,2.9276033493639497
hif2a,12,12,6.482659197273142,0,-4,,-53.44503358356152,-40.66676395998022,-911253.7176443387,-869125.2120775275,-42126.187970803665,-911253.0342957061,317,0.0018668934935703874,True,2.774310668284187,2.9805900771803118
hif2a,13,13,8.001447772700066,0,-4,,-64.35831501725335,-27.412274097110227,-915596.881987114,-869125.2120775275,-46468.8790689052,-915594.9349365687,380,0.0015928145730867982,True,2.941406221102778,3.0833158223733927
hif2a,14,14,7.4102766702601635,0,-4,,-54.710795060069735,-13.25391435486553,-922893.0997519168,-869125.2120775275,-53765.515189769154,-922891.1005062461,234,0.0018710850272327662,True,2.7611438959782437,2.8529361067825163
hif2a,15,15,7.825324961866451,0,-4,,-57.098659035137175,-9.771337343393691,-928101.5715398167,-869125.2120775275,-58973.88343008667,-928099.3443236491,462,0.0019524870440363884,True,2.7733633112495837,2.878733448056966
hif2a,16,16,6.77077651373452,0,-4,,-62.83384324683126,-17.69140023478331,-915056.7206651024,-869125.2120775275,-45928.78385424635,-915054.5912241461,361,0.0018547970103099942,True,2.8415567199938714,2.9454332419489515
hif2a,17,17,7.1752239182547735,0,-4,,-54.25548203673718,-2.7512883351301434,-935991.4762211011,-869125.2120775275,-66863.91140319486,-935988.6271759988,568,0.0015594462165609002,True,2.7531514798758128,2.93835170828824
hif2a,18,18,5.421197659109344,0,-4,,-44.45537661469871,-25.667580071441467,-926661.1459944933,-869125.2120775275,-57534.006149380104,-926660.09558103,601,0.001709653646685183,True,2.7489444012002573,2.867115244237304
hif2a,19,19,6.825143640691583,0,-4,,-56.22649344739326,-12.568247044760753,-924556.2698267306,-869125.2120775275,-55428.61953768005,-924553.9329534492,158,0.00192489312030375,True,2.776221869746862,3.0052891026746
hif2a,20,20,7.77095713573467,0,-4,,-59.90428193671877,-0.3449367406790282,-928101.859053395,-869125.2120775275,-58974.049280341016,-928099.1112681583,334,0.0018616403685882688,True,2.7336345252974845,2.8519659162466495
hif2a,21,21,7.825324961866451,0,-4,,-57.64932541070008,-7.428642581294521,-918296.2906940007,-869125.2120775275,-49168.578705116546,-918293.877035684,398,0.0019892200361937284,True,2.6773340207356533,2.9314494457506663
hif2a,22,22,6.554028155866606,0,-4,,-58.858519695409036,-15.743645125272428,-925995.462217428,-869125.2120775275,-56867.69779291689,-925993.0359015625,388,0.0018242048099637032,True,2.7590918373769657,2.908921022389263
hif2a,23,23,7.120475041901261,0,-4,,-57.27906651614961,-18.07464006726191,-916033.4939432683,-869125.2120775275,-46905.7980103295,-916031.6234447435,359,0.001976278144866228,True,2.8190370690916855,2.995567113170302
hif2a,24,24,7.2019631561995245,0,-4,,-61.77292477727122,-26.898150583998945,-916033.1851587994,-869125.2120775275,-46905.2943537225,-916031.2588137492,412,0.0019126557745039463,True,2.909101927622526,3.100703889573359
hif2a,25,25,7.7461294414710435,0,-4,,-58.757174499773924,-0.6936454016051048,-923155.1566824096,-869125.2120775275,-54027.39665264208,-923152.2849264479,342,0.0019824488554149866,True,2.6861993174721666,2.9261042712683385
hif2a,26,26,7.700363561904325,0,-4,,-59.43719594192353,-17.872866460387087,-915596.5806263358,-869125.2120775275,-46468.791108047604,-915594.5067630383,496,0.001843467354774475,True,2.7655035090088984,2.925533862324952
hif2a,27,27,4.9595049749022,0,-4,,-47.08188146159113,-36.16255796869544,-915056.0832571604,-869125.2120775275,-45928.82951601724,-915055.0091972151,401,0.0019383856561034918,True,2.891169159035499,2.8091794255370233
hif2a,28,28,7.329228336860007,0,-4,,-46.32925427990544,-5.027517039060239,-926661.4700691652,-869125.2120775275,-57534.24896502565,-926659.14871888,224,0.0019768180791288614,True,2.5001517704010823,2.922140506998623
hif2a,29,29,7.082203616145069,0,-4,,-36.56475681436242,14.540390472503798,-919391.1248715592,-869125.2120775275,-50264.327196105594,-919388.7705832381,205,0.0009849333437159657,True,2.6553919248961946,2.9106293022653005
hif2a,30,30,5.553847184279097,0,-4,,-47.048458006619796,-30.8798757699282,-926536.7141923687,-869125.2120775275,-57409.46190060372,-926536.0007098259,252,0.0018361709080636501,True,2.7841863637860698,2.9762351740563666
hif2a,31,31,7.001267150699917,0,-4,,-61.95446177751708,-14.442123729920297,-917102.6947656659,-869125.2120775275,-47974.79608839961,-917099.9465733275,350,0.0016957938205450773,True,2.756993517056814,3.0130510992710433
hif2a,32,32,5.181393665302534,0,-4,,-54.31069674982613,-8.96908589029997,-917833.3009511154,-869125.2120775275,-48705.733738872594,-917830.8432780439,525,0.001878540264442563,True,2.7567503859994225,2.9452474198159693
hif2a,33,33,7.509997163699868,0,-4,,-53.19704178755154,-6.411103737563929,-917293.0686189438,-869125.2120775275,-48165.54969935083,-917290.54546585,296,0.0018996914150193334,True,2.7676343359248516,2.9300906571201666
hif2a,34,34,7.825324961866451,0,-4,,-50.07624089912392,-9.108794193334486,-916224.0866726992,-869125.2120775275,-47096.70308384127,-916222.1037792774,263,0.001709085889160633,True,2.817331800200312,3.0159074558474153
hif2a,35,35,7.109191760289703,0,-4,,-47.97755621792343,-38.68647540754118,-918550.4931427347,-869125.2120775275,-49423.20056145811,-918549.7557475197,337,0.0019511929713189602,True,3.0526310413384485,3.10398492514729
hif2a,36,36,7.3481172410623765,0,-4,,-60.416854366511814,-24.57456898152741,-912897.4157983542,-869125.2120775275,-43769.583798055944,-912895.5633608793,327,0.001857898896560073,True,2.86666979106766,3.1253037746194905
hif2a,37,37,8.098375762312992,0,-4,,-58.88182511032459,-13.043143988127584,-920995.8546808352,-869125.2120775275,-51868.08924570558,-920993.6878370292,449,0.0013597379438579082,True,2.7630841119909832,2.961320758370749
hif2a,38,38,7.421559252697001,0,-4,,-45.762956270654534,-24.263567168873145,-929539.4436017727,-869125.2120775275,-60412.24705463898,-929538.3866661633,230,0.0018678245833143592,True,2.715017160319938,2.976622513982637
hif2a,39,39,7.538966069822786,0,-4,,-52.8784446726136,-3.3413960698343,-928728.3041473577,-869125.2120775275,-59600.799043443236,-928725.9608701844,265,0.0019904375076293945,True,2.753622258312548,2.943820109872815
hif2a,40,40,8.072042045705128,0,-4,,-58.15076461517669,-20.48905452972804,-915597.1303678079,-869125.2120775275,-46469.396634461875,-915595.3668027534,341,0.001989299664273858,True,2.828713063396518,2.904141540562173
