mol_id,source_index,label,paff,formal_charge,smina_affinity_kcal_mol,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_eV,aimnet_interaction_kcal_mol,aimnet_score,aimnet_rank,smina_rank
9457,146,0,,0,-7.2808,-236676.5506731813,-194591.70551983043,-42082.90706182902,-1.9380915218571317,-44.69345223990356,44.69345223990356,19.0,52.0
19285,226,0,,0,-7.83154,-242852.49808934162,-194591.70551983043,-48258.90402107748,-1.8885484337151865,-43.55096148612966,43.55096148612966,20.0,37.0
58399,186,0,,0,-7.71172,-241726.89229132983,-194591.70551983043,-47133.36571569464,-1.8210558047576342,-41.994544487839796,41.994544487839796,21.0,43.0
101132,210,0,,0,-9.11301,-226033.14986896692,-194591.70551983043,-31439.646367106805,-1.7979820296895923,-41.46245059425028,41.46245059425028,22.0,4.0
25490,34,1,8.0,0,-8.73187,-234106.36262534454,-194591.70551983043,-39512.864593246915,-1.7925122671949794,-41.33631487462113,41.33631487462113,23.0,15.0
96818,234,0,,0,-8.88903,-241559.00664695908,-194591.70551983043,-46965.520865123326,-1.7802620053262217,-41.05381712485904,41.05381712485904,24.0,9.0
13020,182,0,,0,-7.63006,-224422.7449592677,-194591.70551983043,-29829.26058780066,-1.7788516366090334,-41.021293249597505,41.021293249597505,25.0,46.0
77986,114,0,,0,-8.95752,-230117.6282105496,-194591.70551983043,-35524.14770241716,-1.7749883020005655,-40.932202637073246,40.932202637073246,26.0,7.0
90039,166,0,,0,-7.92143,-246093.7546228192,-194591.70551983043,-51500.31371569832,-1.7353872904423042,-40.01898161589306,40.01898161589306,27.0,35.0
62482,46,1,8.0,0,-8.03449,-232583.0198714512,-194591.70551983043,-37989.626239349265,-1.6881122714985395,-38.92879378034696,38.92879378034696,28.0,31.0
108597,238,0,,0,-6.99875,-239097.0847334984,-194591.70551983043,-44503.7349383061,-1.6442753618684947,-37.91789062907679,37.91789062907679,29.0,54.0
11311,58,0,,0,-7.71875,-248875.59902706154,-194591.70551983043,-54282.262217523545,-1.6312897075695219,-37.61843432700344,37.61843432700344,30.0,42.0
63893,174,0,,0,-6.65618,-314361.29438413534,-194591.70551983043,-119767.96771863861,-1.6211456663004356,-37.3845071781219,37.3845071781219,31.0,56.0
21479,206,0,,0,-7.37109,-237120.88852617782,-194591.70551983043,-42527.63197778505,-1.5510285623386153,-35.767568348465865,35.767568348465865,32.0,49.0
4333,122,0,,0,-8.19298,-245279.67210163793,-194591.70551983043,-50686.436488015745,-1.5300937917563715,-35.284801070130996,35.284801070130996,33.0,26.0
99054,222,0,,0,-8.56736,-237403.84715606866,-194591.70551983043,-42810.62018291947,-1.521453318760905,-35.085547029339864,35.085547029339864,34.0,17.0
74084,130,0,,0,-7.80151,-249148.31914780368,-194591.70551983043,-54555.1270744002,-1.486553573042329,-34.2807397739202,34.2807397739202,35.0,39.0
122856,106,0,,0,-8.29279,-246600.9163444352,-194591.70551983043,-52007.78909040666,-1.4217341980984202,-32.785969477675366,32.785969477675366,36.0,22.0
101684,178,0,,0,-9.64457,-245225.43285058066,-194591.70551983043,-50632.38206720535,-1.3452635448848014,-31.02251432160403,31.02251432160403,37.0,1.0
119060,54,1,8.0,0,-8.05164,-233075.05254318242,-194591.70551983043,-38482.009913721944,-1.3371096300470526,-30.834480578481333,30.834480578481333,38.0,30.0
99922,158,0,,0,-7.28805,-259743.04959594808,-194591.70551983043,-65150.00730057946,-1.3367755381841562,-30.82677623709719,30.82677623709719,39.0,51.0
91340,214,0,,0,-9.43454,-226632.23111632947,-194591.70551983043,-32039.190326108117,-1.3352703909185948,-30.792066716587588,30.792066716587588,40.0,3.0
137428,38,1,8.0,0,-8.80907,-240846.57553789046,-194591.70551983043,-46253.54500356274,-1.3250144972917042,-30.555560191058934,30.555560191058934,41.0,10.0
4844,10,1,8.0,0,-9.10728,-232582.23879670174,-194591.70551983043,-37989.209645670606,-1.3236312007065862,-30.52366061399389,30.52366061399389,42.0,5.0
131296,134,0,,0,-7.82039,-237853.13868450603,-194591.70551983043,-43260.11530655063,-1.3178581249740091,-30.39053032493301,30.39053032493301,43.0,38.0
91263,154,0,,0,-7.76344,-236531.65965599264,-194591.70551983043,-41938.68090008707,-1.273236075139721,-29.36152141042914,29.36152141042914,44.0,40.0
142997,150,0,,0,-6.76914,-220668.837773221,-194591.70551983043,-26075.923129586008,-1.2091238045541104,-27.883057328060083,27.883057328060083,45.0,55.0
5671,118,0,,0,-8.22834,-243864.29978937304,-194591.70551983043,-49271.39686024318,-1.197409299427818,-27.612914422283186,27.612914422283186,46.0,24.0
141816,190,0,,0,-8.00844,-256982.53221611027,-194591.70551983043,-62389.63097803702,-1.1957182428159285,-27.573917730400424,27.573917730400424,47.0,34.0
80164,74,0,,0,-8.38249,-237882.4633694014,-194591.70551983043,-43289.57133237182,-1.1865171991521493,-27.361736622900228,27.361736622900228,48.0,20.0
118755,126,0,,0,-9.45391,-255430.51856783687,-194591.70551983043,-60837.62784173747,-1.1852062689722516,-27.331505854784094,27.331505854784094,49.0,2.0
19980,66,0,,0,-8.32525,-275499.60501620494,-194591.70551983043,-80906.82797797516,-1.0715183993452229,-24.709801299488824,24.709801299488824,50.0,21.0
107741,82,0,,0,-6.56002,-251138.87035056026,-194591.70551983043,-56546.12688570722,-1.0379450226100744,-23.93558083945254,23.93558083945254,51.0,57.0
129984,242,0,,0,-7.33694,-238431.78686210365,-194591.70551983043,-43839.05556786933,-1.0257744038899546,-23.65491970432899,23.65491970432899,52.0,50.0
19276,90,0,,0,-7.49162,-251633.83153704682,-194591.70551983043,-57041.218769010506,-0.9072482058836613,-20.921640646023445,20.921640646023445,53.0,47.0
35215,218,0,,0,-6.24379,-226461.42657961813,-194591.70551983043,-31868.899475825827,-0.8215839618715108,-18.946176249607433,18.946176249607433,54.0,60.0
102379,194,0,,0,-7.40032,-262780.6189109416,-194591.70551983043,-68188.12370989878,-0.7896812123799464,-18.210481369028955,18.210481369028955,55.0,48.0
30908,162,0,,0,-8.2073,-238375.02702609275,-194591.70551983043,-43782.537244559404,-0.7842617029164103,-18.08550451182659,18.08550451182659,56.0,25.0
101058,26,1,8.0,0,-8.79971,-243373.004962803,-194591.70551983043,-48780.52320915969,-0.7762338128886768,-17.90037696986309,17.90037696986309,57.0,11.0
22575,62,0,,0,-8.79829,-237643.1393630111,-194591.70551983043,-43050.66425274486,-0.7695904358261032,-17.747177055354776,17.747177055354776,58.0,12.0
50838,98,0,,0,-4.53848,-312531.31257254316,-194591.70551983043,-117938.84116369564,-0.7658890170860104,-17.661820311457717,17.661820311457717,59.0,62.0
93063,18,1,8.0,0,-8.77667,-246984.132568905,-194591.70551983043,-52391.68483866732,-0.7422104072611546,-17.115778597029063,17.115778597029063,60.0,14.0
121875,198,0,,0,-8.02319,-230472.53085869979,-194591.70551983043,-35880.23328355806,-0.5920553112955531,-13.653119824503124,13.653119824503124,61.0,32.0
64267,70,0,,0,-8.38475,-326247.4302896447,-194591.70551983043,-131655.46193620344,-0.26283361081732437,-6.061087053747208,6.061087053747208,62.0,19.0
